Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0.12339583333334109,1100,,,,-0.0513671875,0.057356770833333334,-0.9853515625,0.004066727164769125,0.1870254657180836,22.472693761502896,0.11574099867643506,850,0,2.601012108024464,0.3617850652517686,13.917068757977226,0.5170832704748858,0.07194913501107639,0.07154947916666667,,
0.12422816666666767,1200,,,,-0.0375,0.046484375,-0.9795572916666667,0.015208263251236502,0.6788587987179009,22.46950800709704,0.23270342297824026,1611,0,5.228731271996024,2.5652446008782794,49.06533301134685,0.2646483506051725,0.12984554937537235,0.0966796875,,
3.379320833333332,1300,,,,-0.0419921875,0.042578125,-0.9825520833333333,0.02787786301954315,1.428242100462458,22.458804005387762,0.5116127428002665,2355,0,11.490210250359926,6.874633773220631,59.833232340538686,0.20776311553114932,0.12430498521387406,0.12421875,,
6.6261661666666685,1400,,,,-0.035416666666666666,0.05266927083333333,-0.9819661458333333,0.04912004507964609,2.5924080838815295,22.442501069287996,0.974779660589093,3061,0,21.876493558377287,15.745266556218636,71.9737386560003,0.16464687609818704,0.11850258592716008,0.1322265625,,
9.875262166666662,1500,,,,-0.04375,0.0607421875,-0.9838541666666667,0.07309970281418508,4.022544670398851,22.414653749257646,1.6643045517107267,3733,0,37.30480921284672,28.57443834136626,76.59768053201063,0.1407759736480644,0.10783041966881099,0.302734375,,
13.125282833333333,1600,,,,-0.027083333333333334,0.056966145833333336,-0.9807942708333334,0.0986254654894671,5.5551152976227565,22.37822488062932,2.5224625302466355,4357,0,56.448232371603495,45.00112332454031,79.7213901715986,0.1234442950843116,0.09841138058311333,0.2688802083333333,,
16.377454999999998,1700,,,,-0.0107421875,0.030989583333333334,-0.9778645833333334,0.12806911949665362,7.246958026291985,22.335888982018083,3.571693403882381,4955,0,79.776946684289,66.45889028277263,83.30603316704375,0.10904425949579484,0.09084040450288794,0.30234375,,
19.622693000000005,1800,,,,-0.06959635416666667,-0.032486979166666666,-0.9849609375,0.1559399139560207,8.951211590999499,22.278099237794052,4.888024955737752,5534,0,108.89590289765542,90.36298085643308,82.98121496886141,0.09905849740518888,0.08220001339639925,0.390234375,,
22.86460116666667,1900,,,,-0.06145833333333333,0.0455078125,-0.9585286458333333,0.18627980573405759,10.948591437437884,22.212362990336388,6.503662028490854,6067,0,144.46170145010845,118.35308436750378,81.9270015842707,0.0925079317066188,0.07578891392642932,0.35013020833333336,,
26.112075,2000,,,,-0.030208333333333334,0.011979166666666667,-0.9774088541666667,0.2199983108627283,13.058859114209342,22.132273020936186,8.40540615105758,6627,0,186.03074347328007,152.68421335312885,82.07487367832728,0.08552890856278648,0.07019730658663006,0.4212239583333333,,
29.361168166666673,2000,,,,-0.023958333333333335,0.0265625,-0.973046875,0.22091158592549126,13.165683361976194,22.121491340035465,8.465071729685889,6611,0,187.2600096408332,152.94703487793058,81.67615708097227,0.08608028969247714,0.07030688606258967,0.40065104166666665,,
32.617117,1900,,,,-0.012109375,0.04596354166666667,-0.9919270833333333,0.18723690944659638,10.905655065282724,22.190557271219788,6.503359222636665,6054,0,144.3131597971904,118.7012433128095,82.25277672270057,0.09187500901750563,0.07556945471481011,0.3839192708333333,,
35.87241950000001,1800,,,,-0.04791666666666667,0.03626302083333333,-0.9708984375,0.15469185930546772,8.98128837943307,22.24947417249461,4.865174479193525,5511,0,108.24757373803858,89.27747096558082,82.4752835492207,0.10059993009106949,0.08296986571188794,0.3244140625,,
39.127092833333336,1700,,,,-0.04375,0.06360677083333334,-0.9743489583333333,0.12637023740521575,7.279599432609211,22.29715350923892,3.5592865503062145,4939,0,79.36195775309987,65.36314329959774,82.36094573318738,0.11137172797991382,0.09172661629757892,0.29986979166666666,,
42.37732033333332,1600,,,,-0.027083333333333334,0.029622395833333332,-0.9755859375,0.09725672511649129,5.534141061159433,22.34382622099972,2.4681362832530436,4349,0,55.14760733725202,44.29600171189205,80.32292108471113,0.1249355952726478,0.10035170963006806,0.29140625,,
45.626909,1500,,,,-0.046875,0.0392578125,-0.985546875,0.07356650751964185,4.055654176238617,22.378573675139325,1.6626757474975307,3708,0,37.20831138975678,28.56228310884482,76.76412652522505,0.14199403944461045,0.10899992186359918,0.2911458333333333,,
48.87819499999998,1400,,,,-0.040625,0.030729166666666665,-0.9682942708333333,0.04801197969165809,2.588124747047354,22.40704435792476,0.9722875022770078,3017,0,21.786088681209026,15.170152870317162,69.63063530797254,0.17096473039508003,0.11879971383877924,0.16490885416666667,,
52.123121166666664,1300,,,,-0.021875,0.03990885416666667,-0.9717447916666667,0.028336871977296573,1.5177822198750675,22.42752261557753,0.5184962346551829,2348,0,11.628584692918768,6.967793918993351,59.93410528785869,0.21783167436401993,0.1305577985046724,0.3548828125,,
55.37026683333334,1200,,,,-0.04895833333333333,0.0517578125,-0.9731119791666667,0.013088343743570492,0.6201918799775924,22.44122509094607,0.23574164237717513,1605,0,5.290330117294485,2.2001286024774966,41.59655092516203,0.28188962612989893,0.1172572764445118,0.1037109375,,
58.624754833333334,1100,,,,-0.04895833333333333,0.04967447916666667,-0.97265625,0.0025295901062386337,0.1867109229541253,22.44720665730208,0.11586163196314349,849,0,2.600770050610053,0.22493557403424944,8.649681233715366,0.8304093080523223,0.0717928332803474,0.06497395833333333,,
