Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0.12117099999915808,1100,,,,-0.04993489583333333,0.04993489583333333,-0.978125,0.0022211327810332964,0.031108023753386005,15.270385242039566,0.10643686138044185,76,0,1.62533174341338,0.017475041506150864,1.0782802705228798,0,0.013995117713775302,0.07552083333333333,,
0.12770183333332338,1200,,,,-0.0830078125,0.006966145833333334,-0.9690104166666667,0.005506218467866862,0.060360080095562714,15.256060005506344,0.5600516324897623,5319,0,8.544181606480997,3.0668697583720195,35.89837355005073,0.01968635335367085,0.007064956527619819,0.4080078125,,
3.3859453333328786,1300,,,,-0.043359375,0.0443359375,-0.9700520833333334,0.011780878927298642,0.10468493697878237,15.226495462550364,1.3472076756241553,8292,0,20.513250769905046,10.230148575761456,49.87123810723025,0.010233520534106672,0.005103369760507007,0.3048177083333333,,
6.6467301666665195,1400,,,,-0.019791666666666666,0.04348958333333333,-0.9707682291666667,0.020218502722593193,0.17073013703710296,15.177283170387799,2.63028179160873,11028,0,39.92053262008981,23.348771276882367,58.4893705464873,0.00732508868910266,0.004276865586976557,0.17721354166666667,,
9.898996999999632,1500,,,,-0.05520833333333333,0.025651041666666666,-0.96875,0.029938640834283096,0.2487014686060621,15.107831388916912,4.46742201946904,13831,0,67.49305165413041,43.36225822850694,64.24801161619133,0.005735553596253164,0.003684900410745622,0.5527994791666667,,
13.154533833332978,1600,,,,-0.178125,0.08359375,-1.1124348958333334,0.04015445506896288,0.3303335603699889,15.022572283944951,6.6593257869299824,16044,0,100.04019998713478,67.4597904848519,67.43106163033782,0.004906726903839883,0.003302016518099475,0.7815104166666667,,
16.41472983333319,1700,,,,-0.026041666666666668,0.019270833333333334,-1.0567708333333334,0.05118401766536023,0.4146059500416089,14.914551371755717,9.347115331736568,18204,0,139.40803374128026,97.57365650083541,69.99166162257146,0.004258213814475819,0.0029740494382966883,0.7791015625,,
19.70646583333326,1800,,,,-0.04016927083333333,0.0251953125,-0.9577473958333333,0.06305816047487231,0.5125698081052248,14.777709970280997,12.82068545894913,20371,0,189.46036813898849,134.51713291932407,71.00003214492342,0.0038147855942348126,0.002705416905136654,0.7093098958333334,,
22.979066999999993,1900,,,,-0.035416666666666666,0.05618489583333333,-1.0408854166666666,0.07585360115519098,0.6247996474786298,14.614135992181032,16.958998710510066,22485,0,247.84108347961453,178.6105931307833,72.06730130023665,0.003498118571404571,0.0025209899641637306,0.4156901041666667,,
26.23840333333301,1900,,,,-0.021158854166666668,0.0361328125,-0.9651041666666667,0.0751089010577888,0.6218349382929195,14.598019156112713,16.743806196347126,22471,0,244.42639937588086,176.74664847031298,72.31090434578908,0.0035182511262898636,0.0025440615826898476,0.401953125,,
29.49321533333336,1800,,,,-0.052083333333333336,0.06575520833333333,-1,0.06225929992528389,0.5106550462464045,14.723799321114745,12.686919639027776,20110,0,186.79964925706466,131.1077236862536,70.18689405906304,0.003915683606050508,0.0027337112174169306,0.713671875,,
32.75699516666637,1700,,,,-0.2864583333333333,0.16705729166666666,-1.0555338541666666,0.049756536121068576,0.4107229759570877,14.841326509543858,9.21415331929082,18333,0,136.7502449006121,95.52359635792715,69.8527377522117,0.00429971215430953,0.0030034651671277945,0.7690755208333333,,
36.02138166666633,1600,,,,-0.03131510416666667,0.019986979166666665,-0.9704427083333333,0.03976997448719885,0.3308933691837257,14.934670483989319,6.634154518057732,16076,0,99.07891353112153,66.9501482924122,67.57267193828626,0.004942422981294261,0.00333969822823929,0.8722005208333333,,
39.27996166666673,1500,,,,-0.029817708333333335,0.0095703125,-0.974609375,0.03077422837372548,0.2528414791778932,15.015308488571574,4.4151706958535035,13702,0,66.29514412986127,44.15858975001986,66.6086619548108,0.005726061308210827,0.003813892637975828,0.41360677083333336,,
42.5440773333333,1400,,,,-0.040625,0.041276041666666666,-0.9673828125,0.02041340508384844,0.17296266253822853,15.086103564864164,2.6346024618813666,11098,0,39.74588738065896,23.723456650255763,59.687417494750754,0.007291351376788936,0.004351830148008995,0.19544270833333333,,
45.803702166666646,1300,,,,-0.04895833333333333,0.028059895833333334,-0.9827473958333334,0.01227306335664673,0.11056382036445762,15.138561804734513,1.3587271500044527,8237,0,20.569173691636852,10.586584262727273,51.47015330170356,0.010443911973654702,0.005375492495634985,0.33684895833333334,,
49.07032033333319,1200,,,,-0.0069010416666666664,0.042578125,-0.9692057291666667,0.006325145402432167,0.061122717793490995,15.17503964900459,0.5458115047365967,5277,0,8.282710877971855,3.4951211361480925,42.19859215342611,0.017488942893692985,0.007379621558482552,0.39381510416666665,,
52.32293300000013,1100,,,,-0.040234375,0.037760416666666664,-0.9790364583333333,0.0017460210943767039,0.03417872595041797,15.197860683424404,0.1048778041546927,32,0,1.593917004531128,0.005924884591778245,0.37479192876809436,0,0.020147504826618867,0.07565104166666667,,
