Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Vibration (g),App message,
0.11926816666667099,1100,,,,-0.04583333333333333,0.03815104166666667,-0.9653645833333333,0.00510484809984658,0.06262515625018947,15.172591115389386,0.08606412695867258,522,0,1.3058155058624858,0.27904744977647183,21.41089440209902,0.22672357844659827,0.047984507962475324,0.06282552083333333,,
0.1231925000000032,1200,,,,-0.0375,0.040234375,-0.9796875,0.015344959565792234,0.29241008616065356,15.168251832293066,0.218826958841918,1073,0,3.3192226890578627,1.7249443131638436,51.97007907689996,0.16951908654440742,0.08810075204289969,0.07213541666666666,,
3.3775170000000037,1300,,,,-0.04791666666666667,0.04772135416666667,-0.9805989583333333,0.03220269846642742,0.6663472820807177,15.15628171682845,0.5433471832001826,1587,0,8.235121877881856,5.350216862482443,64.96793488436809,0.12475677858588041,0.08092014160195152,0.09765625,,
6.633784666666672,1400,,,,-0.04296875,0.04388020833333333,-0.9864583333333333,0.05625946894263977,1.1079266518603452,15.135645219228497,1.065140205642143,2091,0,16.121584371282513,12.31698204226622,76.39947266926183,0.08994503227848182,0.06872145581685948,0.1673828125,,
9.88338733333334,1500,,,,-0.034375,0.030013020833333334,-0.9722005208333333,0.08093250759737396,1.7896975351613127,15.103721410053671,1.8533009116669181,2545,0,27.99173964574337,21.570879468567494,77.06208003695363,0.08296839370127565,0.0639371684444334,0.16770833333333332,,
13.139523333333331,1600,,,,-0.037825520833333334,0.03138020833333333,-0.9762369791666666,0.10890034208091763,2.4200802558817567,15.060081093696514,2.862048531725422,2967,0,43.10268348435074,33.83485371747022,78.49833300455644,0.07152628510171956,0.05614687268229908,0.1587890625,,
16.3944035,1700,,,,-0.03919270833333333,0.03854166666666667,-0.98828125,0.13933124003329037,3.1081771572640453,15.003674670938222,4.150459943094237,3363,0,62.27214966778945,49.06872081883915,78.79727467863685,0.06334348691524096,0.0499128716342377,0.2064453125,,
19.642679333333337,1800,,,,-0.0625,0.04147135416666667,-1.0204427083333334,0.17069536306669655,3.8597235198261544,14.936610731030592,5.696522945199399,3741,0,85.08674805687434,66.86260733874641,78.5818667967783,0.05772633122768335,0.04536240341264523,0.4471354166666667,,
22.89206533333334,1900,,,,-0.06002604166666667,0.0427734375,-0.9953125,0.19900691500816872,4.647677944065699,14.854218554299027,7.539980510174913,4094,0,112.00050906550877,85.31295874579519,76.17183872936492,0.054478555726937945,0.04149702658278774,0.4729817708333333,,
26.139113000000002,2000,,,,-0.08229166666666667,0.0728515625,-0.9724609375,0.2089541462348952,4.8490125169093,14.821034374160893,8.07496939530531,4245,0,119.67939340356344,92.88369932912912,77.61050549319862,0.05220521227885042,0.04051666871659574,0.4419921875,,
29.389200333333335,2000,,,,-0.04576822916666667,0.04375,-0.9732421875,0.2161733616691068,4.920976746325797,14.800367867481015,8.31215204963797,4209,0,123.02290722764539,95.28204872387728,77.45073509307129,0.05164662367429714,0.04000050801517852,0.43893229166666664,,
32.6411755,1900,,,,-0.115625,0.07356770833333333,-0.9559895833333333,0.20242207567958959,4.6446128273050755,14.818460474605034,7.575364376838729,4060,0,112.25523292834247,86.06679514462,76.67071283352011,0.05396525629552875,0.04137552603710949,0.47239583333333335,,
35.88699566666667,1800,,,,-0.05520833333333333,0.013411458333333333,-0.9940755208333333,0.1703810030076904,3.9064428416685315,14.8848709369034,5.674036675836707,3712,0,84.4572983750381,66.22559203380663,78.41369887289017,0.058987776168643556,0.04625358538257639,0.43606770833333336,,
39.12840583333334,1700,,,,-0.040625,0.025390625,-0.9809244791666667,0.13704466060961096,3.08780245119501,14.94800526935907,4.071745881181088,3343,0,60.86447753202242,47.979130341850755,78.8295614023542,0.06435729070332535,0.05073241053454646,0.20130208333333333,,
42.3828675,1600,,,,-0.041666666666666664,0.030338541666666666,-0.974609375,0.1059434319855524,2.3882974073903,14.997897744547743,2.814380167209357,2951,0,42.20978598564158,32.741825287831176,77.56944968341206,0.072943317562206,0.05658174488328637,0.1609375,,
45.632466500000014,1500,,,,-0.03958333333333333,0.026041666666666668,-0.9766276041666667,0.07825968493137034,1.688534030296363,15.04136662196827,1.7871112113097822,2532,0,26.88059412225298,20.748719617772355,77.18893058859966,0.08138014377572725,0.06281638927156316,0.1703125,,
48.884481166666674,1400,,,,-0.042708333333333334,0.022395833333333334,-0.9630859375,0.05142571156825035,1.2091930132899098,15.07658283115472,1.0418417718713322,2083,0,15.707413534391211,11.219060509237389,71.42259527140881,0.10791069445777032,0.07698257908369587,0.19485677083333333,,
52.13334183333334,1300,,,,-0.04583333333333333,0.046158854166666666,-0.983984375,0.031968682687881514,0.6411249080558235,15.10058995487782,0.5435446042807682,1593,0,8.207844243685521,5.333704331551229,64.98398596372643,0.12020594232571427,0.07811214551932764,0.0892578125,,
55.38276250000001,1200,,,,-0.04375,0.044205729166666666,-0.9755208333333333,0.015278136087499715,0.3009450485623881,15.11698598991283,0.21611574031734354,1069,0,3.2670180834020255,1.7106574850814256,52.367956398598544,0.1759430429021732,0.09213264877254387,0.074609375,,
